0	0	3.466246824726418e-14	0.0
1	0	4.800148108249193e-12	0.0
1	1	-1.0286736614948276e-11	-2.2422563757884734e-11
2	0	2.755515012036242e-13	0.0
2	1	2.915019133111261e-11	1.3927282508021728e-11
2	2	9.287931352671573e-12	5.570712585753299e-12
3	0	-1.889707312370327e-11	0.0
3	1	3.2231217592711744e-11	-2.388361387327752e-12
3	2	-1.932853555017059e-12	9.019364698368145e-12
3	3	1.3766492684801846e-11	9.508434643353737e-12
4	0	1.2520376374734686e-11	0.0
4	1	4.0589128572757815e-12	-1.3434643437678018e-11
4	2	-7.323289541597413e-13	1.7346484441519465e-11
4	3	4.756883492070277e-12	1.1408402823824186e-11
4	4	1.2856454435926267e-12	1.5891137456194654e-11
5	0	8.210083013935212e-12	0.0
5	1	-1.532085276998251e-11	8.822224206579097e-12
5	2	-1.1609828809182363e-11	-3.2705877494430776e-12
5	3	4.90276538424103e-12	-3.825713790528244e-12
5	4	4.340654502440809e-12	2.2286005492383257e-12
5	5	3.587683443280649e-14	7.659444602127316e-12
6	0	2.105104845441834e-12	0.0
6	1	-1.4258076210548303e-11	6.722264879038333e-13
6	2	-3.9228640614630286e-12	-1.3043938627879985e-11
6	3	1.1976001813315311e-11	1.5124006908809943e-11
6	4	-3.9572276836121904e-13	5.088257359551636e-12
6	5	1.6968265042974526e-12	6.904718675875641e-12
6	6	-5.73113352580209e-12	5.260112123669968e-13
7	0	-1.4361611751280885e-12	0.0
7	1	-3.913668236483485e-12	-4.1046972342637755e-12
7	2	-2.9816536095477306e-12	-5.2918674740445594e-12
7	3	-3.668693198807756e-12	-9.282542873152921e-12
7	4	-3.343926882402013e-12	6.757047823593793e-13
7	5	2.8558545182343347e-12	1.2547148880207773e-11
7	6	-2.295082210226349e-12	-5.760561852241818e-12
7	7	2.018041621133747e-12	-1.7919821758914311e-12
8	0	-6.0398985918801986e-12	0.0
8	1	4.963580085653231e-12	4.839519730488475e-12
8	2	6.083004021958459e-12	-4.2095923558099056e-12
8	3	-5.401705281407133e-13	-9.092742441935717e-13
8	4	-4.122491486695667e-12	3.7351361292411884e-12
8	5	6.691692300302675e-12	5.037462513497712e-12
8	6	-4.629214540999857e-12	4.826076125430639e-12
8	7	3.2219789438205607e-12	5.601522177242953e-12
8	8	7.716161286130486e-13	5.005284100096902e-12
9	0	3.2266037134129824e-13	0.0
9	1	9.97445174026643e-12	-2.4449215069940933e-12
9	2	5.7745329431609015e-12	3.1680083880129427e-12
9	3	-5.619723502600434e-12	-1.1381238185649706e-12
9	4	9.529762053450166e-13	-3.1848739724810644e-12
9	5	1.0084508266545138e-12	5.067478476206385e-12
9	6	-1.1906453810246296e-12	2.1440236886262138e-12
9	7	1.0227934169429225e-12	1.4548260722477469e-12
9	8	-5.4547407743030546e-12	-3.588057824400298e-13
9	9	-4.367440013618517e-12	-3.7757373042323006e-12
10	0	-4.978115526910827e-12	0.0
10	1	6.967553809149043e-12	2.330147589685476e-12
10	2	3.4721986102052888e-12	5.645566221202914e-12
10	3	-1.807343068485534e-12	-7.204483180242212e-13
10	4	-3.642739237813495e-12	-7.82268116405882e-12
10	5	-2.0887382297887825e-12	-1.455806800725899e-12
10	6	-4.142915496550358e-13	-4.14797181175792e-13
10	7	6.568531904122208e-13	1.325464932937496e-12
10	8	-3.0874853109881525e-12	7.346397441713725e-13
10	9	7.446861928672137e-13	-8.831088497376287e-13
10	10	4.117365740133249e-12	-4.321300352504043e-12
11	0	4.3854532744736736e-12	0.0
11	1	-9.3999006425832e-13	-7.847692568121044e-13
11	2	5.112808009762813e-13	3.935559699119509e-12
11	3	3.5035405491102636e-12	4.1215519675102594e-13
11	4	-3.5768886986026243e-12	-2.2908567671173084e-12
11	5	2.4231621516406647e-12	-1.639490243809866e-12
11	6	3.186090917537736e-12	-3.4412897951759094e-12
11	7	1.9106382386487804e-12	2.6378553449191045e-12
11	8	-3.034123259686936e-12	-9.88765447768311e-13
11	9	1.3434700088130102e-12	-1.366432866675805e-13
11	10	-3.7328613403333084e-13	8.88531987072608e-13
11	11	-1.392153734885542e-13	5.948617046367773e-12
12	0	5.291948647580369e-15	0.0
12	1	-6.151927730647512e-12	-2.047915073497998e-12
12	2	-2.3333949848643397e-12	-2.7461180950003355e-14
12	3	2.9732411751107944e-12	-5.353255546765883e-13
12	4	1.9518043413731705e-12	7.686724603137219e-13
12	5	-1.2200147982108672e-12	-5.7776487825991296e-12
12	6	1.0076372611132884e-12	-7.517228980803084e-13
12	7	2.506466194584522e-12	-2.656014172214159e-13
12	8	-3.959585952662619e-12	2.456691984131616e-12
12	9	-2.870872229317812e-12	-3.984412487787504e-13
12	10	-1.668137599477798e-12	-4.2706286669866944e-14
12	11	4.663813847158648e-13	-6.655423720531419e-13
12	12	-4.312142752160014e-12	-1.6865808602946955e-12
13	0	9.20599622203476e-13	0.0
13	1	-6.469348279459368e-12	1.5125223492615067e-12
13	2	-1.7469662030174519e-12	-4.250988252829664e-12
13	3	3.771145708937446e-12	2.216753066999782e-12
13	4	2.00938316957663e-12	1.1270961835597174e-12
13	5	-2.4136874723382347e-12	8.267396415425395e-13
13	6	1.1560136136056092e-12	-5.719467234732389e-13
13	7	-1.7915800610518412e-12	-3.17624273684098e-12
13	8	-1.125262428526028e-12	2.633674266631601e-14
13	9	1.4726292437506227e-12	-1.6167808014537301e-12
13	10	-1.7478481808110782e-13	-9.820068826190558e-13
13	11	3.6012974513837697e-13	-9.60449171310645e-14
13	12	-2.1917764024379962e-13	1.838491644295415e-12
13	13	2.8937314072969383e-12	-1.9783170735491643e-12
14	0	2.143070943548377e-12	0.0
14	1	-1.735389776468498e-12	-6.552115349283819e-13
14	2	-2.711662455226395e-12	-1.4992146506137802e-12
14	3	1.0768088420225933e-12	-2.9746721286187006e-13
14	4	1.4828464128248718e-12	1.5744011953587067e-12
14	5	2.0534655029646398e-13	1.6475026497294282e-12
14	6	6.284326432084351e-14	-2.2733751346978927e-12
14	7	-1.3781219343645471e-12	-1.0938116314312369e-12
14	8	1.9235309967216225e-12	9.022977084582041e-13
14	9	-1.5535913370976556e-12	-1.1320315431037434e-12
14	10	-1.4882112755392683e-12	1.7748051564193588e-12
14	11	-1.340466608261865e-12	1.715477684476006e-13
14	12	5.460174752246567e-13	-1.2391103704975828e-12
14	13	-1.3955920205678533e-12	-2.1755174883887136e-12
14	14	2.8735011267246837e-13	1.7308300484331915e-12
15	0	-2.094372259695381e-12	0.0
15	1	6.608479528302773e-13	1.2143792787962195e-12
15	2	5.657024708410019e-13	-8.396698165261401e-13
15	3	-1.3056064612130351e-12	-1.1142281882195376e-12
15	4	2.1464787909069813e-12	-5.711947349959474e-13
15	5	6.563545980990335e-13	1.4364817193719408e-12
15	6	-2.9659327893983893e-12	-1.2086402832406493e-12
15	7	-1.682100529755563e-12	-1.9039840312856086e-12
15	8	1.8531708021990862e-12	-2.3194245606640884e-12
15	9	-4.889514406204435e-13	2.6746029722728455e-13
15	10	-1.1223675325497978e-12	1.2974985356154152e-12
15	11	-9.885330535537508e-13	-3.9812341742436893e-13
15	12	1.3438325971385195e-14	-2.4904530565797027e-12
15	13	3.8760359722929315e-13	3.2088375145635127e-13
15	14	3.244151080379904e-12	-1.1951676902065256e-12
15	15	-1.3055209865623215e-12	-3.7959901109677014e-13
16	0	5.446910919987485e-13	0.0
16	1	1.9114827481197613e-12	-3.8173256827656143e-13
16	2	1.0302791165680462e-12	1.5462985629967431e-12
16	3	-2.1077872666339755e-12	-1.0014634079928041e-12
16	4	-3.8345993398133067e-13	-3.899816264588747e-13
16	5	1.7805320214138789e-12	7.271130011340355e-13
16	6	-3.159598209045891e-12	4.741189704947355e-13
16	7	-1.2553371366481915e-12	-7.943750493417359e-14
16	8	-1.9471694689378676e-13	-2.622291666394252e-12
16	9	-9.346984371293435e-13	-3.974214553691616e-13
16	10	1.7149897829135304e-13	-7.684549533939512e-14
16	11	1.9543493261034216e-13	2.7612670874302374e-13
16	12	1.1843378534038674e-12	-8.892693297998589e-13
16	13	2.698049175548659e-12	1.7039576920496234e-12
16	14	-6.064439966976966e-13	-5.328558325075146e-13
